doid_code	doid_name	resource	resource_id
DOID:11042	Felty's syndrome	MESH	D005258
DOID:11042	Felty's syndrome	NCI	C84712
DOID:11042	Felty's syndrome	OMIM	134750
DOID:11042	Felty's syndrome	SNOMEDCT_US_2016_03_01	156482001
DOID:11042	Felty's syndrome	SNOMEDCT_US_2016_03_01	57160007
DOID:11042	Felty's syndrome	UMLS	C0015773
DOID:162	cancer	ICD10	C80
DOID:162	cancer	ICD10	C80.1
DOID:162	cancer	ICD9	199
DOID:162	cancer	MESH	D009369
DOID:162	cancer	NCI	C9305
DOID:162	cancer	SNOMEDCT_US_2016_03_01	154432008
DOID:162	cancer	SNOMEDCT_US_2016_03_01	154433003
DOID:162	cancer	SNOMEDCT_US_2016_03_01	154577008
DOID:162	cancer	SNOMEDCT_US_2016_03_01	187597000
DOID:162	cancer	SNOMEDCT_US_2016_03_01	188475001
DOID:162	cancer	SNOMEDCT_US_2016_03_01	188482002
DOID:162	cancer	SNOMEDCT_US_2016_03_01	190150006
DOID:162	cancer	SNOMEDCT_US_2016_03_01	269513004
DOID:162	cancer	SNOMEDCT_US_2016_03_01	269623003
DOID:162	cancer	SNOMEDCT_US_2016_03_01	269626006
DOID:162	cancer	SNOMEDCT_US_2016_03_01	269634000
DOID:162	cancer	SNOMEDCT_US_2016_03_01	363346000
DOID:162	cancer	SNOMEDCT_US_2016_03_01	38807002
DOID:162	cancer	UMLS	C0006826
DOID:0050686	organ system cancer	MESH	D009371
DOID:193	reproductive organ cancer	NCI	C3674
DOID:193	reproductive organ cancer	UMLS	C0178830
DOID:120	female reproductive organ cancer	ICD10	C57
DOID:120	female reproductive organ cancer	ICD9	184
DOID:120	female reproductive organ cancer	MESH	D005833
DOID:120	female reproductive organ cancer	NCI	C3053
DOID:120	female reproductive organ cancer	NCI	C4913
DOID:120	female reproductive organ cancer	SNOMEDCT_US_2016_03_01	126907002
DOID:120	female reproductive organ cancer	SNOMEDCT_US_2016_03_01	188207007
DOID:120	female reproductive organ cancer	UMLS	C0017416
DOID:120	female reproductive organ cancer	UMLS	C0153585
DOID:120	female reproductive organ cancer	UMLS	C0699889
DOID:1245	vulva cancer	ICD10	C51
DOID:1245	vulva cancer	ICD10	C51.9
DOID:1245	vulva cancer	ICD9	184.4
DOID:1245	vulva cancer	MESH	D014846
DOID:1245	vulva cancer	NCI	C3443
DOID:1245	vulva cancer	NCI	C7502
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	126922007
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	154535008
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	188214009
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	269471005
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	269604005
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	363367000
DOID:1245	vulva cancer	SNOMEDCT_US_2016_03_01	94143002
DOID:1245	vulva cancer	UMLS	C0042995
DOID:1245	vulva cancer	UMLS	C0375071
DOID:2096	vulvar sarcoma	NCI	C40317
DOID:2096	vulvar sarcoma	SNOMEDCT_US_2016_03_01	254897006
DOID:2096	vulvar sarcoma	UMLS	C0238525
DOID:5286	vulvar leiomyosarcoma	NCI	C40318
DOID:74	hematopoietic system disease	ICD10	D75.9
DOID:74	hematopoietic system disease	ICD9	280-289.99
DOID:74	hematopoietic system disease	ICD9	289.9
DOID:74	hematopoietic system disease	MESH	D006402
DOID:74	hematopoietic system disease	NCI	C26323
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	154785002
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	154842002
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	191124002
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	191402006
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	191446003
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	267552000
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	267573000
DOID:74	hematopoietic system disease	SNOMEDCT_US_2016_03_01	34093004
DOID:74	hematopoietic system disease	UMLS	C0018939
DOID:9500	leukocyte disease	ICD10	D72.9
DOID:9500	leukocyte disease	ICD9	288
DOID:9500	leukocyte disease	ICD9	288.9
DOID:9500	leukocyte disease	MESH	D007960
DOID:9500	leukocyte disease	SNOMEDCT_US_2016_03_01	154829002
DOID:9500	leukocyte disease	SNOMEDCT_US_2016_03_01	191369001
DOID:9500	leukocyte disease	SNOMEDCT_US_2016_03_01	54097007
DOID:9500	leukocyte disease	UMLS	C0023510
DOID:350	mastocytosis	ICD10	Q82.2
DOID:350	mastocytosis	MESH	D008415
DOID:350	mastocytosis	NCI	C84269
DOID:350	mastocytosis	OMIM	154800
DOID:350	mastocytosis	SNOMEDCT_US_2016_03_01	125541005
DOID:350	mastocytosis	SNOMEDCT_US_2016_03_01	397007003
DOID:350	mastocytosis	SNOMEDCT_US_2016_03_01	78745000
DOID:350	mastocytosis	UMLS	C0024899
DOID:3663	cutaneous mastocytosis	MESH	D034701
DOID:3663	cutaneous mastocytosis	NCI	C7137
DOID:3663	cutaneous mastocytosis	SNOMEDCT_US_2016_03_01	397012002
DOID:3663	cutaneous mastocytosis	SNOMEDCT_US_2016_03_01	703827008
DOID:3663	cutaneous mastocytosis	UMLS	C1136033
DOID:3665	diffuse cutaneous mastocytosis	MESH	D034701
DOID:3665	diffuse cutaneous mastocytosis	NCI	C3218
DOID:3665	diffuse cutaneous mastocytosis	SNOMEDCT_US_2016_03_01	703826004
DOID:3665	diffuse cutaneous mastocytosis	UMLS	C0024901
DOID:2531	hematologic cancer	MESH	D019337
DOID:2531	hematologic cancer	NCI	C27134
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	414388001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	414644002
DOID:2531	hematologic cancer	UMLS	C0376544
DOID:5621	histiocytic and dendritic cell cancer	NCI	C9294
DOID:5621	histiocytic and dendritic cell cancer	UMLS	C1334030
DOID:7849	dendritic cell sarcoma	NCI	C27260
DOID:7849	dendritic cell sarcoma	SNOMEDCT_US_2016_03_01	128815007
DOID:7849	dendritic cell sarcoma	SNOMEDCT_US_2016_03_01	397355008
DOID:7849	dendritic cell sarcoma	UMLS	C1301364
DOID:150	disease of mental health	ICD10	F99
DOID:150	disease of mental health	ICD10	F99-F99
DOID:150	disease of mental health	MESH	D001523
DOID:150	disease of mental health	NCI	C2893
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	154843007
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	154971002
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	154972009
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	154980002
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	192637001
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	192639003
DOID:150	disease of mental health	SNOMEDCT_US_2016_03_01	74732009
DOID:150	disease of mental health	UMLS	C0004936
DOID:0060040	pervasive developmental disorder	ICD9	299.80
DOID:0060040	pervasive developmental disorder	UMLS	C0154451
DOID:201	connective tissue cancer	MESH	D009372
DOID:201	connective tissue cancer	SNOMEDCT_US_2016_03_01	126598008
DOID:201	connective tissue cancer	SNOMEDCT_US_2016_03_01	254821003
DOID:201	connective tissue cancer	UMLS	C0027656
DOID:184	bone cancer	CSP	2019-1041
DOID:184	bone cancer	MESH	D001859
DOID:184	bone cancer	NCI	C9343
DOID:184	bone cancer	SNOMEDCT_US_2016_03_01	115239009
DOID:184	bone cancer	SNOMEDCT_US_2016_03_01	126537000
DOID:184	bone cancer	SNOMEDCT_US_2016_03_01	240201007
DOID:184	bone cancer	UMLS	C0005967
DOID:3347	osteosarcoma	MESH	D012516
DOID:3347	osteosarcoma	MESH	D018213
DOID:3347	osteosarcoma	NCI	C9145
DOID:3347	osteosarcoma	OMIM	259500
DOID:3347	osteosarcoma	SNOMEDCT_US_2016_03_01	189878003
DOID:3347	osteosarcoma	SNOMEDCT_US_2016_03_01	21708004
DOID:3347	osteosarcoma	SNOMEDCT_US_2016_03_01	307576001
DOID:3347	osteosarcoma	SNOMEDCT_US_2016_03_01	408387006
DOID:3347	osteosarcoma	UMLS	C0029463
DOID:3347	osteosarcoma	UMLS	C0206639
DOID:3357	extraosseous osteosarcoma	NCI	C8810
DOID:3357	extraosseous osteosarcoma	SNOMEDCT_US_2016_03_01	404077005
DOID:3357	extraosseous osteosarcoma	UMLS	C0855052
DOID:7297	childhood extraosseous osteosarcoma	NCI	C27376
DOID:7297	childhood extraosseous osteosarcoma	UMLS	C1332968
DOID:3117	hepatobiliary benign neoplasm	NCI	C8614
DOID:3117	hepatobiliary benign neoplasm	UMLS	C0854196
DOID:0050625	biliary tract neoplasm	NCI	C4441
DOID:0050625	biliary tract neoplasm	SNOMEDCT_US_2016_03_01	126855001
DOID:0050625	biliary tract neoplasm	UMLS	C0345913
DOID:3120	gallbladder papillomatosis	NCI	C7130
DOID:3120	gallbladder papillomatosis	UMLS	C1333754
DOID:3093	nervous system cancer	ICD9	192
DOID:3093	nervous system cancer	ICD9	192.9
DOID:3093	nervous system cancer	MESH	D009380
DOID:3093	nervous system cancer	NCI	C35562
DOID:3093	nervous system cancer	SNOMEDCT_US_2016_03_01	188306000
DOID:3093	nervous system cancer	UMLS	C0027665
DOID:3093	nervous system cancer	UMLS	C0153643
DOID:3093	nervous system cancer	UMLS	C1334956
DOID:3620	central nervous system cancer	EFO	0000326
DOID:3620	central nervous system cancer	ICD10	C72.9
DOID:3620	central nervous system cancer	MESH	D016543
DOID:3620	central nervous system cancer	NCI	C4627
DOID:3620	central nervous system cancer	NCI	C9293
DOID:3620	central nervous system cancer	SNOMEDCT_US_2016_03_01	126951006
DOID:3620	central nervous system cancer	SNOMEDCT_US_2016_03_01	190135002
DOID:3620	central nervous system cancer	SNOMEDCT_US_2016_03_01	372062007
DOID:3620	central nervous system cancer	SNOMEDCT_US_2016_03_01	93744007
DOID:3620	central nervous system cancer	UMLS	C0085136
DOID:3620	central nervous system cancer	UMLS	C0348374
DOID:5612	spinal cancer	ICD10	C72.0
DOID:5612	spinal cancer	ICD9	192.2
DOID:5612	spinal cancer	MESH	D013120
DOID:5612	spinal cancer	MESH	D013125
DOID:5612	spinal cancer	NCI	C3381
DOID:5612	spinal cancer	NCI	C3572
DOID:5612	spinal cancer	SNOMEDCT_US_2016_03_01	126962006
DOID:5612	spinal cancer	SNOMEDCT_US_2016_03_01	363475005
DOID:5612	spinal cancer	SNOMEDCT_US_2016_03_01	709289008
DOID:5612	spinal cancer	SNOMEDCT_US_2016_03_01	94068003
DOID:5612	spinal cancer	UMLS	C0037930
DOID:5612	spinal cancer	UMLS	C0037939
DOID:5612	spinal cancer	UMLS	C0153646
DOID:3185	spinal cord glioma	NCI	C4534
DOID:3185	spinal cord glioma	SNOMEDCT_US_2016_03_01	254947008
DOID:3185	spinal cord glioma	UMLS	C0346294
DOID:863	nervous system disease	ICD10	G00-G99
DOID:863	nervous system disease	ICD10	G98
DOID:863	nervous system disease	ICD10	G98.8
DOID:863	nervous system disease	ICD9	349.9
DOID:863	nervous system disease	MESH	D009422
DOID:863	nervous system disease	NCI	C26835
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	118940003
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	154981003
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	155262005
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	192641002
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	267679005
DOID:863	nervous system disease	SNOMEDCT_US_2016_03_01	286946008
DOID:863	nervous system disease	UMLS	C0027765
DOID:331	central nervous system disease	ICD10	G96.9
DOID:331	central nervous system disease	MESH	D002493
DOID:331	central nervous system disease	NCI	C2934
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	138748005
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	154981003
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	155049004
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	155059003
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	192641002
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	193076009
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	194566008
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	23853001
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	267144009
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	267679005
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	267700003
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	267702006
DOID:331	central nervous system disease	SNOMEDCT_US_2016_03_01	275539005
DOID:331	central nervous system disease	UMLS	C0007682
DOID:607	paraplegia	ICD10	G82.2
DOID:607	paraplegia	ICD10	G82.20
DOID:607	paraplegia	ICD9	344.1
DOID:607	paraplegia	MESH	D010264
DOID:607	paraplegia	NCI	C50687
DOID:607	paraplegia	SNOMEDCT_US_2016_03_01	155031004
DOID:607	paraplegia	SNOMEDCT_US_2016_03_01	60389000
DOID:607	paraplegia	UMLS	C0030486
DOID:2476	hereditary spastic paraplegia	ICD10	G11.4
DOID:2476	hereditary spastic paraplegia	ICD9	334.1
DOID:2476	hereditary spastic paraplegia	OMIM	PS303350
DOID:2476	hereditary spastic paraplegia	SNOMEDCT_US_2016_03_01	155013000
DOID:2476	hereditary spastic paraplegia	SNOMEDCT_US_2016_03_01	267692008
DOID:2476	hereditary spastic paraplegia	SNOMEDCT_US_2016_03_01	39912006
DOID:2476	hereditary spastic paraplegia	SNOMEDCT_US_2016_03_01	76043009
DOID:2476	hereditary spastic paraplegia	UMLS	C0037773
DOID:0110822	hereditary spastic paraplegia 77	ICD10	G11.4
DOID:0110822	hereditary spastic paraplegia 77	OMIM	617046
DOID:0110822	hereditary spastic paraplegia 77	ORDO	466722
DOID:2926	Klippel-Trenaunay syndrome	ICD10	Q87.2
DOID:2926	Klippel-Trenaunay syndrome	MESH	D007715
DOID:2926	Klippel-Trenaunay syndrome	NCI	C84801
DOID:2926	Klippel-Trenaunay syndrome	OMIM	149000
DOID:2926	Klippel-Trenaunay syndrome	SNOMEDCT_US_2016_03_01	59078009
DOID:2926	Klippel-Trenaunay syndrome	UMLS	C0022739
DOID:3119	gastrointestinal system cancer	ICD10	C26.9
DOID:3119	gastrointestinal system cancer	ICD9	239.0
DOID:3119	gastrointestinal system cancer	MESH	D004067
DOID:3119	gastrointestinal system cancer	MESH	D005770
DOID:3119	gastrointestinal system cancer	NCI	C3052
DOID:3119	gastrointestinal system cancer	NCI	C4890
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	126768004
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	128348002
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	128415001
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	189527000
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	276806006
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	367543008
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	428905002
DOID:3119	gastrointestinal system cancer	SNOMEDCT_US_2016_03_01	93811007
DOID:3119	gastrointestinal system cancer	UMLS	C0012243
DOID:3119	gastrointestinal system cancer	UMLS	C0017185
DOID:3119	gastrointestinal system cancer	UMLS	C0685938
DOID:4607	biliary tract cancer	ICD10	C24.9
DOID:4607	biliary tract cancer	ICD9	156.9
DOID:4607	biliary tract cancer	MESH	D001661
DOID:4607	biliary tract cancer	SNOMEDCT_US_2016_03_01	126853008
DOID:4607	biliary tract cancer	SNOMEDCT_US_2016_03_01	363415003
DOID:4607	biliary tract cancer	SNOMEDCT_US_2016_03_01	93688006
DOID:4607	biliary tract cancer	UMLS	C0005426
DOID:4607	biliary tract cancer	UMLS	C0750952
DOID:3121	gallbladder cancer	ICD10	C23
DOID:3121	gallbladder cancer	ICD9	156.0
DOID:3121	gallbladder cancer	MESH	D005706
DOID:3121	gallbladder cancer	NCI	C3048
DOID:3121	gallbladder cancer	NCI	C35676
DOID:3121	gallbladder cancer	NCI	C7481
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	126854002
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	154472004
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	187782001
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	254602009
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	269550003
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	363353009
DOID:3121	gallbladder cancer	SNOMEDCT_US_2016_03_01	93810008
DOID:3121	gallbladder cancer	UMLS	C0016978
DOID:3121	gallbladder cancer	UMLS	C0153452
DOID:3121	gallbladder cancer	UMLS	C0278806
DOID:17	musculoskeletal system disease	MESH	D009140
DOID:17	musculoskeletal system disease	NCI	C107377
DOID:17	musculoskeletal system disease	SNOMEDCT_US_2016_03_01	156881000
DOID:17	musculoskeletal system disease	SNOMEDCT_US_2016_03_01	268047003
DOID:17	musculoskeletal system disease	SNOMEDCT_US_2016_03_01	268142006
DOID:17	musculoskeletal system disease	SNOMEDCT_US_2016_03_01	274149006
DOID:17	musculoskeletal system disease	SNOMEDCT_US_2016_03_01	928000
DOID:17	musculoskeletal system disease	UMLS	C0026857
DOID:423	myopathy	ICD10	G72.9
DOID:423	myopathy	ICD10	M60-M63
DOID:423	myopathy	ICD10	M62.9
DOID:423	myopathy	ICD9	359.9
DOID:423	myopathy	MESH	D009135
DOID:423	myopathy	NCI	C101216
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	129565002
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	155094005
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	155099000
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	203833006
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	203845002
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	267711006
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	267714003
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	268103006
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	52794005
DOID:423	myopathy	SNOMEDCT_US_2016_03_01	75047002
DOID:423	myopathy	UMLS	C0026848
DOID:422	congenital structural myopathy	MESH	D020914
DOID:422	congenital structural myopathy	NCI	C84648
DOID:422	congenital structural myopathy	UMLS	C0752282
DOID:3191	nemaline myopathy	ICD10	G71.2
DOID:3191	nemaline myopathy	MESH	D017696
DOID:3191	nemaline myopathy	OMIM	PS161800
DOID:3191	nemaline myopathy	ORDO	607
DOID:3191	nemaline myopathy	SNOMEDCT_US_2016_03_01	75072002
DOID:3191	nemaline myopathy	UMLS	C0206157
DOID:0110934	nemaline myopathy 7	OMIM	610687
DOID:2742	auditory system disease	ICD10	H93.9
DOID:2742	auditory system disease	ICD10	H93.90
DOID:2742	auditory system disease	ICD9	388.9
DOID:2742	auditory system disease	MESH	D004427
DOID:2742	auditory system disease	NCI	C26757
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	155253008
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	155261003
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	194193002
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	194410006
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	25906001
DOID:2742	auditory system disease	SNOMEDCT_US_2016_03_01	267768008
DOID:2742	auditory system disease	UMLS	C0013447
DOID:0050564	autosomal dominant nonsyndromic deafness	ICD10	H90.3
DOID:0050564	autosomal dominant nonsyndromic deafness	OMIM	PS124900
DOID:0050564	autosomal dominant nonsyndromic deafness	ORDO	90635
DOID:0110567	autosomal dominant nonsyndromic deafness 41	ICD10	H90.3
DOID:0110567	autosomal dominant nonsyndromic deafness 41	OMIM	608224
DOID:936	brain disease	ICD10	G93.40
DOID:936	brain disease	ICD10	G93.9
DOID:936	brain disease	ICD9	348.3
DOID:936	brain disease	ICD9	348.30
DOID:936	brain disease	ICD9	348.9
DOID:936	brain disease	MESH	D001927
DOID:936	brain disease	NCI	C26920
DOID:936	brain disease	NCI	C96413
DOID:936	brain disease	SNOMEDCT_US_2016_03_01	155053002
DOID:936	brain disease	SNOMEDCT_US_2016_03_01	193051008
DOID:936	brain disease	SNOMEDCT_US_2016_03_01	193059005
DOID:936	brain disease	SNOMEDCT_US_2016_03_01	76011009
DOID:936	brain disease	SNOMEDCT_US_2016_03_01	81308009
DOID:936	brain disease	UMLS	C0006111
DOID:936	brain disease	UMLS	C0085584
DOID:1826	epilepsy	EFO	0000474
DOID:1826	epilepsy	ICD10	G40.9
DOID:1826	epilepsy	ICD10	G40.909
DOID:1826	epilepsy	ICD9	345.9
DOID:1826	epilepsy	MESH	D004827
DOID:1826	epilepsy	NCI	C3020
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	128613002
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	155036009
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	155045005
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	193026007
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	246545002
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	267593008
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	267698007
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	271788002
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	313307000
DOID:1826	epilepsy	SNOMEDCT_US_2016_03_01	84757009
DOID:1826	epilepsy	UMLS	C0014544
DOID:14686	Axenfeld-Rieger syndrome	ICD10	Q13.81
DOID:14686	Axenfeld-Rieger syndrome	MESH	C535679
DOID:14686	Axenfeld-Rieger syndrome	ORDO	782
DOID:14686	Axenfeld-Rieger syndrome	SNOMEDCT_US_2016_03_01	47507006
DOID:14686	Axenfeld-Rieger syndrome	SNOMEDCT_US_2016_03_01	86628002
DOID:14686	Axenfeld-Rieger syndrome	UMLS	C0265341
DOID:0110122	Axenfeld-Rieger syndrome type 3	ICD10	Q13.8
DOID:0110122	Axenfeld-Rieger syndrome type 3	OMIM	602482
DOID:0014667	disease of metabolism	ICD10	E88.9
DOID:0014667	disease of metabolism	ICD9	277.9
DOID:0014667	disease of metabolism	MESH	D008659
DOID:0014667	disease of metabolism	NCI	C3235
DOID:0014667	disease of metabolism	SNOMEDCT_US_2016_03_01	154733004
