doid_code	doid_name	resource	resource_id
DOID:10534	stomach cancer	SNOMEDCT_US_2016_03_01	94074003
DOID:10534	stomach cancer	UMLS	C0024623
DOID:10534	stomach cancer	UMLS	C0038356
DOID:10534	stomach cancer	UMLS	C0153421
DOID:10534	stomach cancer	UMLS	C0153422
DOID:10534	stomach cancer	UMLS	C0153423
DOID:11054	urinary bladder cancer	ICD10	C67
DOID:11054	urinary bladder cancer	ICD10	C67.9
DOID:11054	urinary bladder cancer	ICD9	188
DOID:11054	urinary bladder cancer	ICD9	188.9
DOID:11054	urinary bladder cancer	KEGG	05219
DOID:11054	urinary bladder cancer	MESH	D001749
DOID:11054	urinary bladder cancer	NCI	C2901
DOID:11054	urinary bladder cancer	NCI	C9334
DOID:11054	urinary bladder cancer	OMIM	109800
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	126885006
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	154540000
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	188248005
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	269607003
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	363455001
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	399326009
DOID:11054	urinary bladder cancer	SNOMEDCT_US_2016_03_01	93689003
DOID:11054	urinary bladder cancer	UMLS	C0005684
DOID:11054	urinary bladder cancer	UMLS	C0005695
DOID:1192	peripheral nervous system neoplasm	MESH	D010524
DOID:1192	peripheral nervous system neoplasm	MESH	D018317
DOID:1192	peripheral nervous system neoplasm	NCI	C3321
DOID:1192	peripheral nervous system neoplasm	NCI	C4972
DOID:1192	peripheral nervous system neoplasm	SNOMEDCT_US_2016_03_01	115242003
DOID:1192	peripheral nervous system neoplasm	SNOMEDCT_US_2016_03_01	126980002
DOID:1192	peripheral nervous system neoplasm	SNOMEDCT_US_2016_03_01	134214003
DOID:1192	peripheral nervous system neoplasm	SNOMEDCT_US_2016_03_01	189946005
DOID:1192	peripheral nervous system neoplasm	SNOMEDCT_US_2016_03_01	189953001
DOID:1192	peripheral nervous system neoplasm	UMLS	C0031118
DOID:1192	peripheral nervous system neoplasm	UMLS	C0206727
DOID:1781	thyroid cancer	ICD10	C73
DOID:1781	thyroid cancer	ICD9	193
DOID:1781	thyroid cancer	KEGG	05216
DOID:1781	thyroid cancer	MESH	D013964
DOID:1781	thyroid cancer	NCI	C3414
DOID:1781	thyroid cancer	NCI	C7510
DOID:1781	thyroid cancer	SNOMEDCT_US_2016_03_01	127018007
DOID:1781	thyroid cancer	SNOMEDCT_US_2016_03_01	154554008
DOID:1781	thyroid cancer	SNOMEDCT_US_2016_03_01	363478007
DOID:1781	thyroid cancer	SNOMEDCT_US_2016_03_01	94098005
DOID:1781	thyroid cancer	UMLS	C0007115
DOID:1781	thyroid cancer	UMLS	C0040136
DOID:3571	liver cancer	ICD10	C22.0
DOID:3571	liver cancer	ICD10	C22.9
DOID:3571	liver cancer	ICD9	155.0
DOID:3571	liver cancer	ICD9	155.2
DOID:3571	liver cancer	MESH	D008113
DOID:3571	liver cancer	NCI	C34803
DOID:3571	liver cancer	NCI	C7692
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	126851005
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	154470007
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	187768001
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	187771009
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	187779006
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	269548006
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	363361004
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	93870000
DOID:3571	liver cancer	SNOMEDCT_US_2016_03_01	95214007
DOID:3571	liver cancer	UMLS	C0023903
DOID:3571	liver cancer	UMLS	C0024620
DOID:3571	liver cancer	UMLS	C0345904
DOID:3571	liver cancer	UMLS	C0854795
DOID:4362	cervical cancer	ICD10	C53
DOID:4362	cervical cancer	ICD10	C53.9
DOID:4362	cervical cancer	ICD9	180
DOID:4362	cervical cancer	ICD9	180.9
DOID:4362	cervical cancer	MESH	D002583
DOID:4362	cervical cancer	NCI	C2940
DOID:4362	cervical cancer	NCI	C9311
DOID:4362	cervical cancer	OMIM	603956
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	123841004
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	188174005
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	188186008
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	254885005
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	363354003
DOID:4362	cervical cancer	SNOMEDCT_US_2016_03_01	93752005
DOID:4362	cervical cancer	UMLS	C0007847
DOID:4362	cervical cancer	UMLS	C0007873
DOID:119	vaginal cancer	ICD10	C52
DOID:119	vaginal cancer	ICD9	184.0
DOID:119	vaginal cancer	MESH	D014625
DOID:119	vaginal cancer	NCI	C3437
DOID:119	vaginal cancer	NCI	C7410
DOID:119	vaginal cancer	SNOMEDCT_US_2016_03_01	126921000
DOID:119	vaginal cancer	SNOMEDCT_US_2016_03_01	154534007
DOID:119	vaginal cancer	SNOMEDCT_US_2016_03_01	188210000
DOID:119	vaginal cancer	SNOMEDCT_US_2016_03_01	363445000
DOID:119	vaginal cancer	UMLS	C0042237
DOID:119	vaginal cancer	UMLS	C0042258
DOID:11934	head and neck cancer	MESH	D006258
DOID:11934	head and neck cancer	NCI	C3077
DOID:11934	head and neck cancer	SNOMEDCT_US_2016_03_01	255055008
DOID:11934	head and neck cancer	UMLS	C0018671
DOID:1993	rectum cancer	ICD10	C20
DOID:1993	rectum cancer	ICD9	154.1
DOID:1993	rectum cancer	MESH	D012004
DOID:1993	rectum cancer	NCI	C7418
DOID:1993	rectum cancer	NCI	C9382
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	154466004
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	187761007
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	254582000
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	269545009
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	363351006
DOID:1993	rectum cancer	SNOMEDCT_US_2016_03_01	93984006
DOID:1993	rectum cancer	UMLS	C0007113
DOID:1993	rectum cancer	UMLS	C0949022
DOID:2174	ocular cancer	ICD9	190.8
DOID:2174	ocular cancer	MESH	D005134
DOID:2174	ocular cancer	NCI	C3030
DOID:2174	ocular cancer	SNOMEDCT_US_2016_03_01	126995000
DOID:2174	ocular cancer	SNOMEDCT_US_2016_03_01	188277006
DOID:2174	ocular cancer	SNOMEDCT_US_2016_03_01	371486001
DOID:2174	ocular cancer	UMLS	C0015414
DOID:2174	ocular cancer	UMLS	C0153632
DOID:219	colon cancer	ICD10	C18
DOID:219	colon cancer	ICD10	C18.9
DOID:219	colon cancer	ICD9	153
DOID:219	colon cancer	ICD9	153.9
DOID:219	colon cancer	MESH	D003110
DOID:219	colon cancer	NCI	C9242
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	154463007
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	187759003
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	269461008
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	269542007
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	363406005
DOID:219	colon cancer	SNOMEDCT_US_2016_03_01	93761005
DOID:219	colon cancer	UMLS	C0007102
DOID:2596	larynx cancer	ICD10	C32
DOID:2596	larynx cancer	ICD10	C32.9
DOID:2596	larynx cancer	ICD9	161
DOID:2596	larynx cancer	ICD9	161.9
DOID:2596	larynx cancer	MESH	D007822
DOID:2596	larynx cancer	NCI	C7484
DOID:2596	larynx cancer	SNOMEDCT_US_2016_03_01	154484002
DOID:2596	larynx cancer	SNOMEDCT_US_2016_03_01	187851007
DOID:2596	larynx cancer	SNOMEDCT_US_2016_03_01	269560007
DOID:2596	larynx cancer	SNOMEDCT_US_2016_03_01	363429002
DOID:2596	larynx cancer	SNOMEDCT_US_2016_03_01	93859007
DOID:2596	larynx cancer	UMLS	C0007107
DOID:2994	germ cell cancer	MESH	D009373
DOID:2994	germ cell cancer	NCI	C3708
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	115233005
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	189839002
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	189854008
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	28307001
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	302853003
DOID:2994	germ cell cancer	SNOMEDCT_US_2016_03_01	402878003
DOID:2994	germ cell cancer	UMLS	C0205851
DOID:3277	thymus cancer	ICD10	C37
DOID:3277	thymus cancer	ICD9	164.0
DOID:3277	thymus cancer	MESH	D013953
DOID:3277	thymus cancer	NCI	C4962
DOID:3277	thymus cancer	SNOMEDCT_US_2016_03_01	363434003
DOID:3277	thymus cancer	SNOMEDCT_US_2016_03_01	94096009
DOID:3277	thymus cancer	UMLS	C0751552
DOID:4045	muscle cancer	ICD10	C49
DOID:4045	muscle cancer	MESH	D009217
DOID:4045	muscle cancer	MESH	D019042
DOID:4045	muscle cancer	NCI	C4883
DOID:4045	muscle cancer	SNOMEDCT_US_2016_03_01	20667008
DOID:4045	muscle cancer	SNOMEDCT_US_2016_03_01	363495004
DOID:4045	muscle cancer	SNOMEDCT_US_2016_03_01	93913006
DOID:4045	muscle cancer	UMLS	C0027095
DOID:4045	muscle cancer	UMLS	C0684743
DOID:10021	duodenum cancer	ICD10	C17.0
DOID:10021	duodenum cancer	ICD9	152.0
DOID:10021	duodenum cancer	MESH	D004379
DOID:10021	duodenum cancer	NCI	C4803
DOID:10021	duodenum cancer	NCI	C9328
DOID:10021	duodenum cancer	SNOMEDCT_US_2016_03_01	154555009
DOID:10021	duodenum cancer	SNOMEDCT_US_2016_03_01	254570009
DOID:10021	duodenum cancer	SNOMEDCT_US_2016_03_01	269615000
DOID:10021	duodenum cancer	SNOMEDCT_US_2016_03_01	363403002
DOID:10021	duodenum cancer	UMLS	C0153426
DOID:10021	duodenum cancer	UMLS	C0541912
DOID:10153	ileum cancer	ICD10	C17.2
DOID:10153	ileum cancer	ICD9	152.2
