doid_code	doid_name	resource	resource_id
DOID:2531	hematologic cancer	NCI	C3457
DOID:2531	hematologic cancer	NCI	C34774
DOID:2531	hematologic cancer	NCI	C3483
DOID:2531	hematologic cancer	NCI	C3517
DOID:2531	hematologic cancer	NCI	C3518
DOID:2531	hematologic cancer	NCI	C3519
DOID:2531	hematologic cancer	NCI	C3520
DOID:2531	hematologic cancer	NCI	C35424
DOID:2531	hematologic cancer	NCI	C35815
DOID:2531	hematologic cancer	NCI	C37201
DOID:2531	hematologic cancer	NCI	C37204
DOID:2531	hematologic cancer	NCI	C37869
DOID:2531	hematologic cancer	NCI	C37870
DOID:2531	hematologic cancer	NCI	C3845
DOID:2531	hematologic cancer	NCI	C38661
DOID:2531	hematologic cancer	NCI	C4002
DOID:2531	hematologic cancer	NCI	C41237
DOID:2531	hematologic cancer	NCI	C4345
DOID:2531	hematologic cancer	NCI	C4673
DOID:2531	hematologic cancer	NCI	C4967
DOID:2531	hematologic cancer	NCI	C4982
DOID:2531	hematologic cancer	NCI	C4983
DOID:2531	hematologic cancer	NCI	C4989
DOID:2531	hematologic cancer	NCI	C5165
DOID:2531	hematologic cancer	NCI	C5630
DOID:2531	hematologic cancer	NCI	C5640
DOID:2531	hematologic cancer	NCI	C6711
DOID:2531	hematologic cancer	NCI	C6913
DOID:2531	hematologic cancer	NCI	C6914
DOID:2531	hematologic cancer	NCI	C6921
DOID:2531	hematologic cancer	NCI	C6932
DOID:2531	hematologic cancer	NCI	C7024
DOID:2531	hematologic cancer	NCI	C7055
DOID:2531	hematologic cancer	NCI	C7065
DOID:2531	hematologic cancer	NCI	C7136
DOID:2531	hematologic cancer	NCI	C7184
DOID:2531	hematologic cancer	NCI	C7210
DOID:2531	hematologic cancer	NCI	C7258
DOID:2531	hematologic cancer	NCI	C7400
DOID:2531	hematologic cancer	NCI	C7401
DOID:2531	hematologic cancer	NCI	C7402
DOID:2531	hematologic cancer	NCI	C7539
DOID:2531	hematologic cancer	NCI	C7587
DOID:2531	hematologic cancer	NCI	C7702
DOID:2531	hematologic cancer	NCI	C7812
DOID:2531	hematologic cancer	NCI	C7813
DOID:2531	hematologic cancer	NCI	C7953
DOID:2531	hematologic cancer	NCI	C8030
DOID:2531	hematologic cancer	NCI	C80307
DOID:2531	hematologic cancer	NCI	C8263
DOID:2531	hematologic cancer	NCI	C84270
DOID:2531	hematologic cancer	NCI	C84275
DOID:2531	hematologic cancer	NCI	C84276
DOID:2531	hematologic cancer	NCI	C84277
DOID:2531	hematologic cancer	NCI	C8647
DOID:2531	hematologic cancer	NCI	C8696
DOID:2531	hematologic cancer	NCI	C8936
DOID:2531	hematologic cancer	NCI	C9140
DOID:2531	hematologic cancer	NCI	C9142
DOID:2531	hematologic cancer	NCI	C9143
DOID:2531	hematologic cancer	NCI	C9233
DOID:2531	hematologic cancer	NCI	C9281
DOID:2531	hematologic cancer	NCI	C9282
DOID:2531	hematologic cancer	NCI	C9283
DOID:2531	hematologic cancer	NCI	C9286
DOID:2531	hematologic cancer	NCI	C9294
DOID:2531	hematologic cancer	NCI	C9295
DOID:2531	hematologic cancer	NCI	C9298
DOID:2531	hematologic cancer	NCI	C9300
DOID:2531	hematologic cancer	NCI	C9349
DOID:2531	hematologic cancer	NCI	C9357
DOID:2531	hematologic cancer	OMIM	109543
DOID:2531	hematologic cancer	OMIM	113970
DOID:2531	hematologic cancer	OMIM	151380
DOID:2531	hematologic cancer	OMIM	151400
DOID:2531	hematologic cancer	OMIM	153600
DOID:2531	hematologic cancer	OMIM	159595
DOID:2531	hematologic cancer	OMIM	187950
DOID:2531	hematologic cancer	OMIM	236000
DOID:2531	hematologic cancer	OMIM	247640
DOID:2531	hematologic cancer	OMIM	254400
DOID:2531	hematologic cancer	OMIM	254450
DOID:2531	hematologic cancer	OMIM	254500
DOID:2531	hematologic cancer	OMIM	300221
DOID:2531	hematologic cancer	OMIM	300331
DOID:2531	hematologic cancer	OMIM	308960
DOID:2531	hematologic cancer	OMIM	400021
DOID:2531	hematologic cancer	OMIM	600080
DOID:2531	hematologic cancer	OMIM	601626
DOID:2531	hematologic cancer	OMIM	601977
DOID:2531	hematologic cancer	OMIM	605027
DOID:2531	hematologic cancer	OMIM	607785
DOID:2531	hematologic cancer	OMIM	608232
DOID:2531	hematologic cancer	OMIM	609630
DOID:2531	hematologic cancer	OMIM	610430
DOID:2531	hematologic cancer	OMIM	612376
DOID:2531	hematologic cancer	OMIM	612557
DOID:2531	hematologic cancer	OMIM	612558
DOID:2531	hematologic cancer	OMIM	612559
DOID:2531	hematologic cancer	OMIM	613065
DOID:2531	hematologic cancer	OMIM	613067
DOID:2531	hematologic cancer	OMIM	614286
DOID:2531	hematologic cancer	OMIM	614521
DOID:2531	hematologic cancer	ORDO	3318
DOID:2531	hematologic cancer	ORDO	33226
DOID:2531	hematologic cancer	ORDO	420611
DOID:2531	hematologic cancer	ORDO	513
DOID:2531	hematologic cancer	ORDO	520
DOID:2531	hematologic cancer	ORDO	67038
DOID:2531	hematologic cancer	ORDO	71493
DOID:2531	hematologic cancer	ORDO	98293
DOID:2531	hematologic cancer	ORDO	98824
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	10300002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	10639003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109979007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109981009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109987008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109989006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109993000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	109994006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	110002002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	110004001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	110006004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	110007008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	112687003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	112688008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	115244002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	115248004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118599009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118600007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118602004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118605002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118606001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118607005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118608000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118609008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118610003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118611004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118613001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118617000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	118618005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	127581004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	12834001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128799007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128814006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128815007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128816008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128818009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128822004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128832006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128833001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128842008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128843003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128844009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128921005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128922003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128923008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128924002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128925001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	128934006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	134177009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	134178004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	134218000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	14537002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154581008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154582001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154585004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154586003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154587007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154588002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154589005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154590001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154591002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154592009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154594005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154595006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154596007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154598008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154599000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154601003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154602005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154644004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154750002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	154841009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	17788007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188509006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188518008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188521005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188522003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188532005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188533000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188542007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188543002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188552006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188553001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188563009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188564003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188573006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188574000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188583005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188584004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188594009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188595005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188596006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188605006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188618003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188628007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188629004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188638002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188644003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188650008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188653005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188676008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188694002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188695001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188704004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188718006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188719003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188720009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188722001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188725004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188726003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188729005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188731001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188732008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188735005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188737002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188738007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188739004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188743000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188745007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188746008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188747004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188749001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188753004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188754005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188755006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188762002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188763007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188765000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188767008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188772004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	188773009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189507001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189508006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189513005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189514004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189959002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189965002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189987006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189988001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189991001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	189992008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190003004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190004005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190014001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190016004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190017008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190019006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190021001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190022008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190023003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190024009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190025005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190026006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190028007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190029004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190033006
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190034000
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190035004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190038002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190039005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190042004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190047005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190059009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190060004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190062007
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190065009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190066005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190067001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190071003
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190160002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190817009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190818004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	190821002
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	191333009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	1929004
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	20921005
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	21964009
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	22197008
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	22265001
DOID:2531	hematologic cancer	SNOMEDCT_US_2016_03_01	22331004
